,ENTITY1,RELATION,ENTITY2,ADDITIONAL,VECTOR,LABEL,NEW_RELATION
10,Sméagol, caught,Déagol,,"[-0.31037563  0.28451878  0.3848675  -0.18571277 -0.09184455 -1.0365775
  0.21063577  1.3465731  -0.08491786 -0.53772473 -0.10563786 -0.66317576
  0.03188302 -0.02034191 -0.14575112  0.22692272  0.15640195 -0.76274484
 -0.3946872  -0.99278724  0.37662387 -0.39166778  0.20840421 -0.40789428
 -0.37061417  0.33524355 -0.15480444 -0.6099343  -0.26649567 -0.12498832
  0.47712812 -0.19047952  0.5604397  -0.16358502  0.13044848  0.03077105
  0.02999812 -0.08081912 -0.06228628 -0.27538928  0.20211466 -0.3828048
 -0.04438376 -0.12237475  0.2911497   0.22654954 -0.42149982  0.22953011
  0.13211854  0.7970385  -0.09617412 -0.41365892  0.32073617  0.02942709
 -0.02794166  0.43172425  0.12385621 -0.18117666 -0.31595358  0.1583804
 -0.09657884 -0.13672309  0.18298893  0.23483779 -0.44006532  0.09983496
  0.13350919  0.31396148  0.19494657  0.66118795  0.5144103  -0.01978839
  0.8039747   0.25519434  0.32496035  0.13799115  0.5950374  -0.48098862
 -0.33716425  0.14637625 -0.27640975 -0.08572996 -0.29005623  0.10355239
 -0.16513436 -0.09673951 -0.02212076  0.30245832  0.30926076  0.32729933
  0.46583715  0.31193733  0.14089398  0.38848972  0.31921878  0.43996543
  0.3642407  -0.37813672  0.08637336  0.13240387]",4,caught
11,Gollum, hated,Ring,,"[-0.06899912  0.06723876  0.07328752  0.00699602 -0.03974058 -0.21753158
  0.03580904  0.2670074  -0.10421684 -0.07990567 -0.09035055 -0.22243482
  0.04318739 -0.08176407 -0.08220483 -0.06993977  0.03990834 -0.23666634
 -0.05478922 -0.247728    0.12889113  0.01215554  0.08372772 -0.19782238
 -0.07342824  0.15410522  0.03861077 -0.04697824 -0.09981983  0.08240908
  0.24448341 -0.10320435  0.10731623 -0.09607987 -0.03960902  0.07213935
  0.02663708 -0.01761155 -0.04622005 -0.1194071   0.04563993 -0.08461646
 -0.04779555  0.01612884  0.14288752 -0.09934414 -0.12777992 -0.00172403
  0.04181312  0.13963737 -0.08759376 -0.14642051  0.10690051  0.00154793
 -0.18595068  0.17566383 -0.04292328 -0.02887337 -0.09475359  0.00489249
  0.01631668 -0.0330913  -0.00698138 -0.02437944 -0.10984493  0.07800628
  0.01013445  0.18414986  0.00074605  0.22808893  0.12932564  0.15864739
  0.23463593  0.03640883  0.11703768  0.11478464  0.1412601  -0.09520093
 -0.0443894   0.11834891 -0.14805914 -0.10622578 -0.10227098  0.04983282
 -0.03878009 -0.22649157 -0.02961433  0.03765361  0.07715204  0.04714594
  0.14948542  0.17098808  0.02595146  0.02442092  0.13341667  0.14668183
  0.05336504 -0.17657478  0.11634058  0.10452113]",5,hated
12,Gollum, hated,Ring,,"[-0.06899912  0.06723876  0.07328752  0.00699602 -0.03974058 -0.21753158
  0.03580904  0.2670074  -0.10421684 -0.07990567 -0.09035055 -0.22243482
  0.04318739 -0.08176407 -0.08220483 -0.06993977  0.03990834 -0.23666634
 -0.05478922 -0.247728    0.12889113  0.01215554  0.08372772 -0.19782238
 -0.07342824  0.15410522  0.03861077 -0.04697824 -0.09981983  0.08240908
  0.24448341 -0.10320435  0.10731623 -0.09607987 -0.03960902  0.07213935
  0.02663708 -0.01761155 -0.04622005 -0.1194071   0.04563993 -0.08461646
 -0.04779555  0.01612884  0.14288752 -0.09934414 -0.12777992 -0.00172403
  0.04181312  0.13963737 -0.08759376 -0.14642051  0.10690051  0.00154793
 -0.18595068  0.17566383 -0.04292328 -0.02887337 -0.09475359  0.00489249
  0.01631668 -0.0330913  -0.00698138 -0.02437944 -0.10984493  0.07800628
  0.01013445  0.18414986  0.00074605  0.22808893  0.12932564  0.15864739
  0.23463593  0.03640883  0.11703768  0.11478464  0.1412601  -0.09520093
 -0.0443894   0.11834891 -0.14805914 -0.10622578 -0.10227098  0.04983282
 -0.03878009 -0.22649157 -0.02961433  0.03765361  0.07715204  0.04714594
  0.14948542  0.17098808  0.02595146  0.02442092  0.13341667  0.14668183
  0.05336504 -0.17657478  0.11634058  0.10452113]",5,hated
13,Ring, left,Bilbo,,"[-0.34725735  1.0252402   0.7136592  -0.33397263  0.45039225 -1.4364194
 -0.08936772  1.7731903  -0.2585139  -0.6245472  -0.03812905 -0.5837808
  0.33682758 -0.18591769  0.11524549 -0.02467568 -0.2728977  -0.00561245
 -0.43353555 -0.7836834   0.86105007 -0.23689583  0.3526036  -0.2648447
  0.27051437  0.24858932 -0.01000165 -0.51344424  0.01112389  0.0942601
  0.23781273 -0.1828179   0.8187764  -0.45272964  0.28281188  0.60804325
  0.22583973 -0.34771067 -0.37525442 -0.17502324  0.24813    -0.5565918
  0.05047663 -0.34262276  0.40326482  0.02739538 -0.20824054 -0.3772403
 -0.27675468  0.68470687  0.17377795 -0.3237428  -0.11704237 -0.3281314
  0.54238796  0.4672326   0.4716263   0.15376411 -0.0200206   0.3745841
 -0.43869686 -0.39005262  0.6527348   0.4996532  -0.39585188 -0.05052152
  0.6453706   0.59893996 -0.6165638   0.8691301  -0.17084959  0.2087411
  0.72996426  0.7802919   0.47358042 -0.0684714  -0.12437803 -0.6306852
 -0.7808893  -0.1708432  -0.3764511  -0.04530726 -0.5317283   0.542207
 -0.8433344   0.29369777  0.23489745  0.31834194  0.49961904  0.40364718
  0.566654   -0.11617868 -0.18697302  0.02842271  0.8107207   0.20202109
  0.22806081  0.07404824 -0.27227202 -0.1367923 ]",6,left
14,Ring, abandoned,Gollum,,"[-0.02347645  0.03168784  0.03140461 -0.00864497 -0.01298792 -0.08467983
  0.01884959  0.09391768 -0.05223905 -0.04223647  0.01335044 -0.02262989
  0.02872309 -0.02293218 -0.0094555  -0.0164062   0.00226512 -0.03689577
 -0.04564354 -0.06823944  0.03137398 -0.00644276  0.04765144 -0.03855637
  0.02659425  0.02243557  0.00932716 -0.00195356  0.0013737   0.04221181
  0.04941    -0.01742032  0.05884843 -0.0329632  -0.00256619  0.01607194
  0.00536379 -0.04439583 -0.03348154 -0.05235539 -0.0201207  -0.00560163
 -0.00415057 -0.03213375  0.04595178 -0.02749338 -0.01729017  0.00643927
 -0.01580956  0.06382059 -0.00197736 -0.00874904 -0.02043917 -0.02707221
 -0.0074964   0.0353302  -0.00635041 -0.00030853 -0.02656364  0.03817143
 -0.01045114  0.00395425  0.02643033 -0.01184951 -0.05303659  0.03738711
  0.03340501  0.03299745 -0.05429633  0.06611715  0.01364383  0.05394058
  0.05107446  0.0088449   0.03325496 -0.01179137  0.03423842 -0.02253641
 -0.03507902  0.00830176 -0.03127392  0.01811568 -0.04074603  0.03836659
 -0.03864377 -0.04224821  0.00089897  0.0130348   0.02337491  0.00470212
  0.04764321  0.02137201 -0.01263135 -0.01076069  0.08269607  0.02842296
 -0.00024058 -0.04560141  0.0085416   0.01979753]",-1,thoughts
15,Déagol, haunted,Gollum,,"[-0.09192306 -0.03219819  0.11093095  0.08127373 -0.02957159 -0.26952326
  0.07564119  0.29719105 -0.14634949 -0.11269245  0.01316792 -0.11039136
  0.01401026 -0.04297737 -0.04453699 -0.01710861  0.02950265 -0.13721164
 -0.1388099  -0.20188625  0.02036363  0.01655814  0.11407047 -0.17653851
  0.09042153  0.02108176 -0.03019215  0.02386987 -0.07555205  0.072684
  0.10624003  0.03328361  0.07631601 -0.02073408  0.00550964  0.03701597
 -0.01995534 -0.09971048 -0.02437393 -0.14345042 -0.00630988  0.00766042
  0.01858361 -0.07370137  0.09589968 -0.06484795 -0.09095602  0.11904801
 -0.03997194  0.1415433   0.01754436 -0.06430211 -0.02600483 -0.04721662
 -0.14132869  0.1514335  -0.00722044 -0.07024754 -0.17100936  0.05229781
 -0.00896807  0.11849094 -0.03907589 -0.09870501 -0.11795703  0.07607862
  0.04645192  0.1683292  -0.07363568  0.09732656  0.07774128  0.04050321
  0.12451729  0.00969711  0.01256075  0.01056215  0.18702517 -0.11081164
 -0.05058341  0.06695434 -0.02543269  0.048972   -0.08228474  0.07576195
 -0.05227664 -0.05684322 -0.01983778  0.00971093  0.12105154 -0.00948151
  0.09668443  0.0994686  -0.06192331  0.02950741  0.26926014  0.1618351
  0.03270027 -0.23377077 -0.04073621  0.0356668 ]",-1,thoughts
16,Gollum, hated,Bilbo,,"[-0.06899912  0.06723876  0.07328752  0.00699602 -0.03974058 -0.21753158
  0.03580904  0.2670074  -0.10421684 -0.07990567 -0.09035055 -0.22243482
  0.04318739 -0.08176407 -0.08220483 -0.06993977  0.03990834 -0.23666634
 -0.05478922 -0.247728    0.12889113  0.01215554  0.08372772 -0.19782238
 -0.07342824  0.15410522  0.03861077 -0.04697824 -0.09981983  0.08240908
  0.24448341 -0.10320435  0.10731623 -0.09607987 -0.03960902  0.07213935
  0.02663708 -0.01761155 -0.04622005 -0.1194071   0.04563993 -0.08461646
 -0.04779555  0.01612884  0.14288752 -0.09934414 -0.12777992 -0.00172403
  0.04181312  0.13963737 -0.08759376 -0.14642051  0.10690051  0.00154793
 -0.18595068  0.17566383 -0.04292328 -0.02887337 -0.09475359  0.00489249
  0.01631668 -0.0330913  -0.00698138 -0.02437944 -0.10984493  0.07800628
  0.01013445  0.18414986  0.00074605  0.22808893  0.12932564  0.15864739
  0.23463593  0.03640883  0.11703768  0.11478464  0.1412601  -0.09520093
 -0.0443894   0.11834891 -0.14805914 -0.10622578 -0.10227098  0.04983282
 -0.03878009 -0.22649157 -0.02961433  0.03765361  0.07715204  0.04714594
  0.14948542  0.17098808  0.02595146  0.02442092  0.13341667  0.14668183
  0.05336504 -0.17657478  0.11634058  0.10452113]",5,hated
17,Sam Baggins, pretended,Baggins,,"[-0.00142629  0.06284449 -0.019973   -0.02218839  0.04173197 -0.06504197
 -0.02914012  0.05352714 -0.00842869  0.00126809 -0.01849417 -0.01767549
 -0.00346764 -0.04041331  0.02561145 -0.06845564 -0.01369249 -0.06143506
  0.02053058 -0.02364429  0.06423081  0.01044157 -0.00100492 -0.03230529
 -0.01619031  0.00468699 -0.007119   -0.02515557  0.00252663  0.02984813
  0.06035742 -0.05769244 -0.02070256 -0.008691    0.00061312  0.0442454
  0.00325929  0.02661744 -0.02236035 -0.03636028  0.01909109 -0.05474286
 -0.0311471   0.03005174  0.01297717 -0.01034033 -0.03137765 -0.01499262
  0.02071346  0.03391042  0.02305752 -0.01722972  0.04219953  0.02502286
 -0.01894868  0.0257862   0.02480435  0.01371944 -0.0261851  -0.00507292
 -0.00268415  0.00468233  0.03197991 -0.01838901 -0.02574584  0.03703178
  0.04728708  0.05653598 -0.04162677  0.04061402 -0.00425626  0.05045982
  0.047566    0.00102614  0.05115329  0.0177584  -0.01783817  0.02721701
 -0.02530256  0.00248341 -0.08362316 -0.01289285 -0.04765974  0.04191411
 -0.02032787 -0.03346029 -0.00952247  0.01941576  0.04540701  0.02074363
  0.04091182  0.03537521  0.028983    0.00783759  0.03873004  0.00585813
 -0.01728084 -0.01574501  0.01050381  0.03487469]",-1,thoughts
18,Gandalf, wanted,Frodo,,"[-0.04533365  0.40295383 -0.07760185 -0.29703557  0.1818011  -0.40955532
 -0.15641132  0.45434508 -0.13714358 -0.06724893 -0.21591827 -0.22074245
 -0.13299404 -0.18650305  0.10194755 -0.25829747 -0.07843668 -0.30890995
 -0.0592779  -0.3537298   0.3412445   0.01540608 -0.04637847 -0.24899718
 -0.20910929  0.04495712 -0.03537705 -0.11382862 -0.10111516 -0.01004751
  0.5417737  -0.33242685  0.08010755 -0.22091374 -0.04465764  0.21745569
  0.11725652  0.18759795 -0.05324021 -0.16188806  0.10446578 -0.26569122
 -0.06445464  0.03275715  0.19618846 -0.09732413 -0.2217491  -0.01213347
  0.15797304  0.3333903   0.09448627 -0.17936654  0.3787112   0.11953805
 -0.04066485  0.09852152  0.08219627  0.04629836 -0.15522456 -0.08176626
  0.02272293  0.0220337   0.1901173  -0.0371212  -0.11795578  0.15294449
  0.20879488  0.2952553  -0.1408465   0.38881597  0.0591639   0.31116357
  0.44448438 -0.01779053  0.3606161   0.10608972 -0.16927113  0.15313765
 -0.07752945  0.07217062 -0.39941132 -0.13411263 -0.36223528  0.20565195
 -0.04006829 -0.23666845 -0.07615751  0.15465353  0.16272758  0.13595065
  0.29718435  0.27610704  0.24008211 -0.06657286  0.29218903  0.13143733
 -0.22969565 -0.27438873  0.13028525  0.21980277]",-1,thoughts
19,Sam, shouldered,Frodo,packs,"[-0.00735619  0.01774916  0.00444398 -0.00838769  0.00129308 -0.028574
  0.00041438  0.03009378  0.01207033 -0.01165075 -0.01642574 -0.00508536
 -0.00297607 -0.01200214 -0.00049093 -0.01281105  0.00442538 -0.03955084
 -0.01658708 -0.02198627  0.00725728  0.00028807  0.00705575 -0.01473717
 -0.00774045  0.00488385 -0.01728815 -0.02246306 -0.00304303  0.01137824
  0.01626335 -0.02748539  0.0104715  -0.00768941  0.00586693  0.01247595
 -0.00207625  0.01569712  0.00426893 -0.02233983  0.00135524 -0.01781813
 -0.00181653 -0.00229634  0.01040128  0.00781967 -0.018727    0.01583882
  0.01109508  0.01458257  0.00483417 -0.03028876  0.01880676  0.00858272
 -0.01199497  0.01183944  0.01038935  0.00066845 -0.02198147  0.00149202
 -0.00186106 -0.00079863  0.00964277 -0.00109497 -0.01972785  0.02352982
  0.0050607   0.01108986 -0.00149542  0.0072121   0.02896101  0.01161413
  0.02011396  0.00135633  0.00344967 -0.00851267  0.01525822  0.00307129
 -0.00654109  0.00430442 -0.00772009 -0.00836224 -0.01877595  0.00043013
 -0.00933949 -0.00860779 -0.01435973  0.01654497  0.00373958  0.01279444
  0.02218001  0.00970412  0.01053606  0.01269472  0.02769778  0.01112258
  0.00169185 -0.01545953  0.00467809  0.00995289]",-1,thoughts
20,bole, showed,grey,,"[-2.12740108e-01  9.42295194e-02  2.22817108e-01  7.21154094e-04
 -1.25698432e-01 -5.84304750e-01  1.90186337e-01  7.16007829e-01
 -2.63331801e-01 -3.46183896e-01 -3.28780934e-02 -4.01236713e-01
  3.88211682e-02 -1.16421774e-01 -1.31264806e-01  8.65650475e-02
  1.93037137e-01 -4.42600697e-01 -2.94289559e-01 -6.53030694e-01
  1.05462275e-01 -1.39944479e-01  2.03770056e-01 -3.51463675e-01
 -1.82413995e-01  2.06445768e-01 -9.91224945e-02 -1.51383176e-01
 -2.55236447e-01  1.33536514e-02  3.77083391e-01 -1.08880349e-01
  2.80803680e-01 -1.62213922e-01  1.52231297e-02 -1.01363761e-02
  4.32070084e-02 -7.78468698e-02 -2.93274634e-02 -3.07892889e-01
  6.21972680e-02 -1.46313190e-01 -5.72370775e-02 -4.01370004e-02
  2.16864020e-01  2.44526975e-02 -3.18626225e-01  1.92057848e-01
  7.79093131e-02  3.48165125e-01 -8.69240537e-02 -3.33711922e-01
  1.17654212e-01  3.24506760e-02 -2.61741430e-01  2.76768357e-01
 -3.07365265e-02 -1.66374579e-01 -2.86008835e-01  3.81998867e-02
 -6.77066128e-05  1.75655745e-02  6.95087463e-02  2.17287969e-02
 -2.58937716e-01  1.91438213e-01  2.95806844e-02  2.86031902e-01
 -1.55806020e-02  3.95689130e-01  2.69603729e-01  1.83018893e-01
  5.74205160e-01  7.67036900e-02  1.73186511e-01  6.00172207e-02
  4.59290057e-01 -2.61018187e-01 -1.21477850e-01  1.49044931e-01
 -2.09599167e-01 -7.12661743e-02 -2.05376208e-01  6.85152784e-02
 -7.20447823e-02 -2.47306243e-01 -2.54722796e-02  9.77043435e-02
  1.84764192e-01  6.57726452e-02  3.11376274e-01  3.11124563e-01
  7.05959946e-02  1.93461761e-01  3.09506148e-01  3.25553805e-01
  1.87565461e-01 -3.82958859e-01  3.38527262e-02  1.57682016e-01]",-1,thoughts
21,East, swung,Remmirath,,"[-0.16571704  0.05955593  0.23494902  0.16906716 -0.02619372 -0.54103446
  0.11365847  0.6905659  -0.1550519  -0.28113273  0.02606562 -0.31309032
  0.07761278 -0.07545666 -0.11770719  0.02409324  0.18096894 -0.3906288
 -0.16403832 -0.5002296   0.09029494 -0.04255469  0.22913708 -0.27850518
  0.06964272  0.12601879 -0.10171555 -0.0883204  -0.19509351  0.0947655
  0.23926742 -0.09963325  0.1929399  -0.12063264  0.09223267  0.06096602
 -0.01874354 -0.16049838  0.04051773 -0.36730352  0.07464541 -0.02872014
  0.01817635 -0.08177374  0.11242864  0.1231638  -0.4553222   0.30281192
 -0.11467059  0.21188137 -0.00631277 -0.3170608  -0.04335969  0.0350279
 -0.25937107  0.21631752  0.07511424 -0.24824059 -0.30871305  0.06423802
 -0.08866288  0.09216595 -0.07281902 -0.0737251  -0.2959855   0.26709193
  0.07659693  0.27376053 -0.08875339  0.21929222  0.24255644  0.09756365
  0.4485052   0.17960139  0.06238892 -0.02668291  0.4556775  -0.28373942
 -0.20599893  0.09812246 -0.11131416  0.0129435  -0.12973285  0.04871178
 -0.12597825 -0.16396487 -0.07491414  0.11195286  0.14153217 -0.03079417
  0.3066968   0.21212651 -0.07756476  0.28709424  0.40578288  0.4092027
  0.17784624 -0.36102873 -0.06382067  0.09307705]",-1,thoughts
22,Frodo, questioned,Gildor,,"[-5.0758380e-02  1.6284950e-01 -8.4690070e-03 -1.8831722e-02
  1.0608176e-02 -1.6686462e-01 -4.6981189e-02  2.7494308e-01
 -2.8751781e-02 -7.7108137e-02 -4.7731627e-02 -9.8411418e-02
 -4.8286393e-02 -5.8728106e-02 -1.6063657e-02 -6.5659389e-02
 -1.0905326e-02 -1.1106178e-01 -1.9303240e-02 -1.1949834e-01
  8.6287670e-02  1.1103193e-02 -1.5249584e-02 -5.9146680e-02
 -4.5369171e-02  1.8056333e-02 -3.5621807e-02 -5.4718453e-02
 -2.4166023e-02  1.5422489e-02  1.3731283e-01 -1.2052742e-01
  3.9326720e-02 -4.4162653e-02  7.7032773e-03  1.4066547e-01
  6.3606165e-02  2.2655737e-02 -3.5972781e-02 -8.1439786e-02
  4.5108087e-02 -1.0203170e-01 -2.6362976e-02  2.1977630e-02
  8.4868766e-02 -4.3205791e-03 -9.5675349e-02  2.6710477e-02
  1.9149465e-02  8.7204032e-02  4.0484667e-02 -6.7654237e-02
  1.3664356e-01  7.2412223e-02 -4.6435002e-02  4.0128917e-02
  6.8345301e-02 -3.4402523e-02 -5.2571803e-02 -4.6688851e-02
  3.8175094e-03  2.3877412e-02  5.2234508e-02 -2.0092972e-02
 -6.4507127e-02  8.1895910e-02  1.0455899e-01  1.5342726e-01
 -6.6010848e-02  1.3489832e-01  6.6353329e-02  6.0983427e-02
  1.5757856e-01  6.4867079e-02  1.2714039e-01  3.8206127e-02
 -1.1874167e-02 -2.5697537e-03 -4.3259799e-02  1.7947996e-02
 -1.0756597e-01 -5.7170618e-02 -9.2209697e-02  9.4895987e-03
 -3.5146471e-02 -7.4253492e-02 -2.3179444e-02  5.1076237e-02
  6.3572861e-02  6.2226873e-02  8.4285207e-02  9.1913231e-02
  4.3036775e-03 -6.1474770e-05  1.1152445e-01  4.7513388e-02
 -4.1320421e-02 -8.4043235e-02 -1.6521174e-03  5.5211648e-02]",-1,thoughts
23,Elf, led,Speech,,"[-0.35307893  0.13835604  0.6407184   0.34496298  0.14213645 -1.2739016
  0.18443018  1.6192626  -0.5283945  -0.46448568 -0.15406857 -0.6115607
  0.42213    -0.15403263 -0.0349235  -0.19310974  0.01566812 -0.3606581
 -0.13648486 -0.7561859   0.3648349   0.22922489  0.5717924  -0.5178713
  0.49886835  0.18843244 -0.04770751 -0.08441108 -0.16591236  0.31693497
  0.18223009 -0.27048093  0.54583514 -0.4032676   0.18310377  0.5522332
  0.1940026  -0.6964139  -0.4334305  -0.46348816  0.0645548  -0.03796675
 -0.11693776 -0.20316531  0.3377246   0.2001278  -0.9077096  -0.03066386
 -0.3029421   0.25916412  0.10788438 -0.6263389  -0.07227269  0.04193432
 -0.20625606  0.5918615   0.3937853  -0.32018986 -0.42826647  0.5948328
 -0.23412842 -0.19693069 -0.19783016 -0.03776477 -0.73459536  0.5648672
  0.34031737  0.6362653  -0.39869964  0.65252644  0.10972371  0.10933539
  0.7793237   0.5298541   0.06797987 -0.23787233  0.70559585 -0.49764618
 -0.6392248   0.07053122 -0.45285898  0.24540474 -0.47200304  0.25535336
 -0.65890044 -0.09994821 -0.05483487  0.24393466  0.3956321  -0.20999852
  0.76951027  0.1290355  -0.6113829   0.25978404  0.92345476  0.84645647
  0.28068668 -0.41941935 -0.31146103  0.2529781 ]",7,led
24,Farmer Maggot, took,Frodo,,"[-0.265381    0.5152264   0.1886897   0.06471781  0.05742918 -0.799165
  0.21635722  1.3509287  -0.41840842 -0.5868111  -0.43016177 -0.77274394
 -0.02883528 -0.15327004 -0.11868478 -0.45105052 -0.10884152 -0.44775748
  0.20810536 -0.36101317  0.00224372  0.05260048  0.25556764 -0.47404793
 -0.50557846  0.18220347 -0.0285186  -0.41462812 -0.17654444 -0.00276554
  0.30994895 -0.9651989   0.36591882 -0.46977293 -0.0160471   0.68803596
  0.857407   -0.01703842 -0.51426846 -0.05854168  0.4257365  -0.2635918
 -0.5726514   0.3286134   0.49749333  0.467386   -0.83948976 -0.32258168
  0.29669964  0.02104565  0.02452743 -0.81336176  1.0393522   0.3430585
 -0.35375887  0.59784895  0.37101513 -0.5088792  -0.13125874  0.310623
 -0.02000977 -0.47445104 -0.0201321   0.10070994 -0.6474516   0.46066535
  0.18069208  0.76252717 -0.16307274  0.80748683  0.41195172  0.16705373
  1.201591    0.5091358   0.3667493   0.06810857  0.5285722  -0.05573885
 -0.08295218  0.0872965  -0.95926654 -0.12608992 -0.29911336 -0.12643908
 -0.43092284 -0.48583648  0.18526421  0.19455752  0.3690608  -0.18771069
  0.84152544  0.58720255 -0.26911622  0.16879717 -0.06684247  0.3930829
  0.29846963 -0.00793981  0.43331555  0.4515157 ]",8,took
25,Frodo, passed,Buck Hill,,"[ 0.05914202  0.1651458   0.9437039   0.43914646  0.38799047 -2.2288885
 -0.30210468  2.6262152   0.12941033 -0.46762952  0.19446133 -0.7387173
  0.511511   -0.26417482 -0.4657561  -0.04033911  0.06162408 -0.99585396
 -0.5983506  -1.2595611   1.1017766   0.05911695  0.7115625  -0.4979962
  1.1958015   0.27200723  0.06725026 -0.43578368 -0.19075975  0.61134595
  0.0031942   0.01319701  1.4102417  -0.41180402 -0.10458392  0.5285706
 -0.5600703  -0.99818283 -0.401652   -0.37902004  0.14381596 -0.10838892
  0.412477   -0.7342515   0.34342882  0.5068404  -0.79534787  0.10803422
 -0.614444    0.97787267 -0.6822365   0.06340757 -1.0965526  -0.04839809
  0.6438292   0.06034599  0.79939985 -0.5536554  -0.45110106  0.83202904
 -0.90901303 -0.7218409  -0.07487666  0.15078884 -1.3385668   0.47726485
  0.60835093  0.30014998  0.05679562  0.45045775  0.16537441 -0.37021133
  0.47953427  0.9491477   0.10069825 -0.21048173  1.4405609  -1.6377074
 -1.5070447  -0.46503943  0.37492624  0.28468156 -0.16998903  0.14147918
 -0.9641192   0.4329446  -0.76103705  0.92360777  0.30663803  0.3177953
  0.35581914 -0.06831167 -1.0464557   0.56709516  0.7476257   1.0094537
  0.21340165  0.2588297  -0.43560174 -0.3039132 ]",9,passed
26,Pippin, noticed,Merry,,"[-9.76998475e-04  1.87118366e-01  7.61682838e-02 -1.24460116e-01
  7.39008635e-02 -4.30307597e-01 -1.00558393e-01  5.00098825e-01
 -3.56966853e-02 -1.12692356e-01 -1.01249926e-01 -2.45533258e-01
  5.92459105e-02 -1.26654774e-01  4.06068610e-03 -4.84687798e-02
  1.01137057e-01 -4.11185116e-01 -8.38064998e-02 -4.16340470e-01
  3.17715645e-01 -5.78163676e-02  2.24856827e-02 -1.90315709e-01
 -7.48243779e-02  1.64713651e-01 -9.01666731e-02 -1.56668156e-01
 -5.36208674e-02  1.13335803e-01  2.46773124e-01 -1.80494681e-01
  1.54470980e-01 -1.59862533e-01 -8.64837598e-03  1.33770332e-01
 -3.36242765e-02  2.04730290e-03 -1.09109685e-01 -8.99102837e-02
  1.02427542e-01 -2.04789519e-01 -4.83789016e-04  4.86586578e-02
  9.57160592e-02  4.90490533e-02 -2.13415205e-01 -2.81378664e-02
  3.16947885e-02  2.84151345e-01 -5.16298376e-02 -1.28675222e-01
 -8.64405278e-03  7.92357177e-02  4.62580658e-03  1.30876660e-01
  7.12340772e-02  9.81409475e-03 -9.15167779e-02  6.34794831e-02
 -1.38079032e-01 -1.33860111e-01  1.31518647e-01  5.88500202e-02
 -1.19814739e-01  9.83583778e-02  8.70570168e-02  9.09794196e-02
  4.58044820e-02  1.55104026e-01  9.27892700e-02  1.35541454e-01
  2.44637325e-01  1.10889569e-01  2.16668308e-01  6.72627017e-02
  1.37745604e-01 -1.44494280e-01 -1.90934673e-01 -7.77385023e-04
 -2.41400674e-01 -1.03865899e-01 -1.43220156e-01  1.18394837e-01
 -1.31851390e-01 -9.66194272e-02 -1.17162466e-01  2.07717374e-01
  1.23082288e-01  1.48786008e-01  1.72623649e-01  1.71681628e-01
  4.49382663e-02  1.67998761e-01  1.24507204e-01  9.22762677e-02
  3.94234695e-02 -5.15991077e-02  5.95275797e-02  1.11391723e-01]",-1,thoughts
27,Pippin, heard,Merry,,"[-2.2133225e-01  7.0305061e-01  4.5038294e-02 -9.1456664e-01
  2.9477653e-01 -1.3383828e+00 -4.6090192e-01  1.7029166e+00
  5.8409423e-01  1.4334020e-01 -5.3535205e-01 -9.3273413e-01
 -2.7392796e-01 -4.3269661e-01 -3.5444635e-01 -7.8031253e-03
 -1.3921177e-03 -1.1079794e+00 -1.3683409e-02 -7.1899980e-01
  1.4886231e+00 -5.2925968e-01  7.4984189e-03 -5.1457155e-01
 -2.6186654e-01  8.3970702e-01  9.6850857e-02 -8.2628578e-01
 -8.6067319e-02  3.0610847e-01  6.7707676e-01 -4.0331352e-01
  1.2582150e+00 -4.0821746e-01 -2.0954676e-01  1.7119221e-01
  2.6550263e-02 -1.7457232e-01 -7.8651512e-01  5.8513230e-01
  4.3458080e-01 -8.8874513e-01  2.6083821e-02  1.1639504e-01
  7.6464587e-01 -1.6112361e-02 -1.1789166e-01 -7.2614068e-01
  9.6025842e-01  1.5265242e+00 -1.9265558e-01  2.7807343e-01
  5.8722728e-01 -2.5923616e-01  7.9531246e-01  1.9116671e-01
  2.8706744e-01  2.1311101e-01 -8.4993728e-03  2.8907353e-01
 -5.8997589e-01 -9.3944472e-01  4.5534724e-01  6.0845798e-01
 -4.6436542e-01 -4.4701329e-01  3.4162986e-01  1.9617848e-01
  6.1444467e-01  1.1122364e+00  2.4811634e-01 -9.9315522e-03
  7.0010984e-01  2.5488532e-01  1.0404227e+00  2.6829317e-01
  2.1826321e-01 -8.9942843e-01 -9.2581546e-01  1.0524889e-01
 -7.8396893e-01 -6.5256941e-01 -3.4116545e-01  6.5921742e-01
 -9.6459168e-01 -1.6155294e-01 -2.3334603e-01  6.3647348e-01
  2.3721598e-01  1.2747873e+00  4.4411707e-01  3.1050879e-01
  9.4155110e-02 -2.0187914e-01  5.8849949e-02  1.4002098e-01
  4.0627968e-01  4.8571184e-01  3.8952273e-01  3.4611884e-01]",10,heard
